s_d_bin s_d
-98.98989898989899 3.072038368828305e-06
-96.96969696969697 1.228815347531322e-06
-94.94949494949495 1.843223021296983e-06
-92.92929292929293 1.843223021296983e-06
-90.9090909090909 1.228815347531322e-06
-88.88888888888889 3.072038368828305e-06
-86.86868686868686 3.072038368828305e-06
-84.84848484848484 1.843223021296983e-06
-82.82828282828282 2.457630695062644e-06
-80.8080808080808 3.072038368828305e-06
-78.78787878787878 4.300853716359627e-06
-76.76767676767676 3.686446042593966e-06
-74.74747474747474 6.14407673765661e-06
-72.72727272727272 6.14407673765661e-06
-70.7070707070707 2.457630695062644e-06
-68.68686868686868 7.372892085187932e-06
-66.66666666666666 7.372892085187932e-06
-64.64646464646464 6.758484411422294e-06
-62.62626262626262 8.601707432719255e-06
-60.6060606060606 1.167374580154756e-05
-58.58585858585858 1.4745784170375864e-05
-56.56565656565656 1.4131376496610202e-05
-54.54545454545454 1.5360191844141527e-05
-52.525252525252526 2.1504268581798213e-05
-50.505050505050505 2.7648345319454746e-05
-48.484848484848484 2.8262752993220404e-05
-46.464646464646464 2.1504268581798135e-05
-44.44444444444444 4.239412948983061e-05
-42.42424242424242 4.423735251112759e-05
-40.4040404040404 4.177972181606495e-05
-38.38383838383838 7.557214387317631e-05
-36.36363636363636 5.4682282965143825e-05
-34.34343434343434 9.277555873861482e-05
-32.32323232323232 0.00011735186568924125
-30.303030303030297 0.00015667395681024355
-28.282828282828277 0.0002267164316195289
-26.262626262626256 0.0002998309447976426
-24.242424242424235 0.0003858480191248351
-22.222222222222214 0.0005511236833677979
-20.202020202020194 0.0007827553763774521
-18.181818181818173 0.001165531357133459
-16.161616161616152 0.001718498263522554
-14.141414141414131 0.0025946436063123864
-12.12121212121211 0.004131891606074071
-10.10101010101009 0.006458653466624629
-8.080808080808069 0.010397621063136282
-6.060606060606048 0.016974855210797682
-4.0404040404040344 0.029894005367068446
-2.0202020202020208 0.05196107137803572
0.0 0.08353240969448422
2.0202020202020208 0.0925986093285703
4.0404040404040416 0.06686905917428572
6.060606060606062 0.0429274353506592
8.080808080808083 0.027615167305071398
10.101010101010104 0.01748788561839201
12.121212121212125 0.011080842396363696
14.141414141414145 0.0071830401139943425
16.161616161616166 0.0047506001335560905
18.181818181818187 0.0032397716637663308
20.202020202020208 0.0022720795775854146
22.22222222222223 0.001661972757536113
24.24242424242425 0.0011636881341121619
26.26262626262627 0.0008927343499815054
28.28282828282829 0.0006076491893542387
30.30303030303031 0.0005210177073532806
32.32323232323233 0.00039690735725261703
34.34343434343435 0.00031273350594672146
36.363636363636374 0.000251907146243921
38.383838383838395 0.00021319946279668437
40.404040404040416 0.00015605954913647789
42.424242424242436 0.00013148324218585145
44.44444444444446 0.00010936456593028765
46.46464646464648 8.724588967472386e-05
48.4848484848485 8.233062828459857e-05
50.50505050505052 6.389839807162874e-05
52.52525252525254 5.529669063890949e-05
54.54545454545456 3.9322091121002305e-05
56.56565656565658 4.423735251112759e-05
58.5858585858586 2.641952997192342e-05
60.60606060606062 3.2563606709580036e-05
62.626262626262644 2.0889860908032474e-05
64.64646464646466 2.7648345319454746e-05
66.66666666666669 2.2733083929329457e-05
68.6868686868687 1.9046637886735492e-05
70.70707070707073 1.0444930454016237e-05
72.72727272727275 1.167374580154756e-05
74.74747474747477 1.0444930454016237e-05
76.76767676767679 8.601707432719255e-06
78.78787878787881 1.0444930454016237e-05
80.80808080808083 7.987299758953592e-06
82.82828282828285 7.987299758953592e-06
84.84848484848487 3.686446042593966e-06
86.8686868686869 5.529669063890949e-06
88.88888888888891 6.758484411422271e-06
90.90909090909093 6.14407673765661e-06
92.92929292929294 2.457630695062679e-06
94.94949494949495 2.457630695062644e-06
96.96969696969697 4.915261390125288e-06
98.98989898989899 4.300853716359627e-06

-98.98989898989899 4.414469650521152e-06
-96.96969696969697 1.103617412630288e-06
-94.94949494949495 1.103617412630288e-06
-92.92929292929293 2.207234825260576e-06
-90.9090909090909 6.6217044757817274e-06
-88.88888888888889 3.3108522378908637e-06
-86.86868686868686 4.414469650521152e-06
-84.84848484848484 3.3108522378908637e-06
-82.82828282828282 3.3108522378908637e-06
-80.8080808080808 9.93255671367259e-06
-78.78787878787878 9.93255671367259e-06
-76.76767676767676 6.6217044757817274e-06
-74.74747474747474 1.3243408951563455e-05
-72.72727272727272 1.7657878602084608e-05
-70.7070707070707 8.828939301042304e-06
-68.68686868686868 1.7657878602084608e-05
-66.66666666666666 2.096873083997547e-05
-64.64646464646464 1.4347026364193792e-05
-62.62626262626262 1.655426118945432e-05
-60.6060606060606 3.090128755364806e-05
-58.58585858585858 3.090128755364806e-05
-56.56565656565656 3.5315757204169215e-05
-54.54545454545454 4.966278356836296e-05
-52.525252525252526 4.304107909258138e-05
-50.505050505050505 6.511342734518699e-05
-48.484848484848484 5.5180870631514396e-05
-46.464646464646464 7.835683629675043e-05
-44.44444444444444 6.621704475781728e-05
-42.42424242424242 8.166768853464129e-05
-40.4040404040404 0.0001280196198651134
-38.38383838383838 0.0001655426118945432
-36.36363636363636 0.00019313304721030038
-34.34343434343434 0.00023175965665236045
-32.32323232323232 0.0003001839362354383
-30.303030303030297 0.00039730226854690367
-28.282828282828277 0.00047565910484365407
-26.262626262626256 0.0006279583077866338
-24.242424242424235 0.0008100551808706313
-22.222222222222214 0.0011069282648681787
-20.202020202020194 0.0015174739423666457
-18.181818181818173 0.0021487431023911705
-16.161616161616152 0.0030459840588595946
-14.141414141414131 0.004418884120171673
-12.12121212121211 0.00667247087676272
-10.10101010101009 0.010396076026977312
-8.080808080808069 0.01647480073574494
-6.060606060606048 0.026630288166768847
-4.0404040404040344 0.0414154506437771
-2.0202020202020208 0.05738258736971182
0.0 0.07405935009196811
2.0202020202020208 0.08706879215205393
4.0404040404040416 0.06303973022685468
6.060606060606062 0.036014347026364184
8.080808080808083 0.020696137339055787
10.101010101010104 0.01272470876762722
12.121212121212125 0.008106069895769464
14.141414141414145 0.0051627222562844865
16.161616161616166 0.003503985285101164
18.181818181818187 0.0024125076640098093
20.202020202020208 0.001575965665236051
22.22222222222223 0.0012217044757817286
24.24242424242425 0.0008828939301042303
26.26262626262627 0.0006820355610055179
28.28282828282829 0.0005153893316983445
30.30303030303031 0.0003840588595953402
32.32323232323233 0.0003057020232985897
34.34343434343435 0.00020637645616186382
36.363636363636374 0.00018099325567136722
38.383838383838395 0.00014788473329245858
40.404040404040416 0.00012360515021459225
42.424242424242436 0.00010374003678724706
44.44444444444446 9.491109748620475e-05
46.46464646464648 7.063151440833843e-05
48.4848484848485 7.614960147148985e-05
50.50505050505052 5.187001839362353e-05
52.52525252525254 3.8626609442060076e-05
54.54545454545456 3.8626609442060076e-05
56.56565656565658 3.200490496627835e-05
58.5858585858586 3.8626609442060076e-05
60.60606060606062 2.7590435315757198e-05
62.626262626262644 1.4347026364193741e-05
64.64646464646466 2.3175965665236045e-05
66.66666666666669 1.986511342734518e-05
68.6868686868687 1.545064377682403e-05
70.70707070707073 1.4347026364193741e-05
72.72727272727275 7.725321888412016e-06
74.74747474747477 1.1036174126302878e-05
76.76767676767679 8.828939301042304e-06
78.78787878787881 3.3108522378908637e-06
80.80808080808083 1.1036174126302878e-05
82.82828282828285 5.518087063151439e-06
