s_d_bin s_d
-98.98989898989899 3.9607984969769894e-07
-96.96969696969697 9.241863159612975e-07
-94.94949494949495 6.601330828294982e-07
-92.92929292929293 5.281064662635986e-07
-90.9090909090909 7.921596993953979e-07
-88.88888888888889 1.1882395490930967e-06
-86.86868686868686 5.281064662635986e-07
-84.84848484848484 1.452292782224896e-06
-82.82828282828282 1.5843193987907958e-06
-80.8080808080808 1.3202661656589964e-06
-78.78787878787878 2.904585564449792e-06
-76.76767676767676 2.1124258650543943e-06
-74.74747474747474 2.5085057147520932e-06
-72.72727272727272 2.1124258650543943e-06
-70.7070707070707 3.0366121810156916e-06
-68.68686868686868 3.300665414147491e-06
-66.66666666666666 2.6405323313179927e-06
-64.64646464646464 3.1686387975816025e-06
-62.62626262626262 4.092825113542889e-06
-60.6060606060606 4.8849848129382866e-06
-58.58585858585858 5.413091279201885e-06
-56.56565656565656 5.545117895767785e-06
-54.54545454545454 7.5255171442562805e-06
-52.525252525252526 8.317676843651708e-06
-50.505050505050505 1.1354289024667369e-05
-48.484848484848484 1.2410501957194566e-05
-46.464646464646464 1.095820917496967e-05
-44.44444444444444 1.7163460153566955e-05
-42.42424242424242 1.9936019101450846e-05
-40.4040404040404 2.7461536245707124e-05
-38.38383838383838 3.115828150955232e-05
-36.36363636363636 4.0268118052599395e-05
-34.34343434343434 5.743157820616634e-05
-32.32323232323232 6.878586723083372e-05
-30.303030303030297 9.149444528016845e-05
-28.282828282828277 0.00012806581806892265
-26.262626262626256 0.00017599147988234422
-24.242424242424235 0.0002546793433556204
-22.222222222222214 0.0003666379142035033
-20.202020202020194 0.0005848779113869355
-18.181818181818173 0.0008650383917397745
-16.161616161616152 0.001305083104753918
-14.141414141414131 0.0018572184152325104
-12.12121212121211 0.00281256301270336
-10.10101010101009 0.004306444179146515
-8.080808080808069 0.006884659947445403
-6.060606060606048 0.011897050445369782
-4.0404040404040344 0.023513280277304063
-2.0202020202020208 0.0536870393071243
0.0 0.1132714435230142
2.0202020202020208 0.1269533617977384
4.0404040404040416 0.06223919542179702
6.060606060606062 0.03144609953366598
8.080808080808083 0.01757340279800407
10.101010101010104 0.010250942590026147
12.121212121212125 0.0065588182577607625
14.141414141414145 0.004427116506687747
16.161616161616166 0.0031516073640445903
18.181818181818187 0.0022795715616268234
20.202020202020208 0.0017135734564088115
22.22222222222223 0.0013013863594900728
24.24242424242425 0.0009824100538668593
26.26262626262627 0.0007441020109654104
28.28282828282829 0.0005810491395065243
30.30303030303031 0.0004450617244436477
32.32323232323233 0.00034208096352224596
34.34343434343435 0.00027131469704292374
36.363636363636374 0.0002244452481620294
38.383838383838395 0.00017599147988234422
40.404040404040416 0.00014311685235743522
42.424242424242436 0.00011948408799213918
44.44444444444446 9.822780272502934e-05
46.46464646464648 8.278068858681908e-05
48.4848484848485 7.16904527952835e-05
50.50505050505052 6.126035008657744e-05
52.52525252525254 5.188646031039856e-05
54.54545454545456 4.330473023361508e-05
56.56565656565658 3.974001158633579e-05
58.5858585858586 3.3930840457436206e-05
60.60606060606062 2.7461536245707124e-05
62.626262626262644 2.4688977297823233e-05
64.64646464646466 2.3896817598427836e-05
66.66666666666669 1.980399248488495e-05
68.6868686868687 1.7691566619830554e-05
70.70707070707073 1.518306090507846e-05
72.72727272727275 1.3994821355985362e-05
74.74747474747477 1.109023579153557e-05
76.76767676767679 1.095820917496967e-05
78.78787878787881 7.92159699395398e-06
80.80808080808083 8.977809926481175e-06
82.82828282828285 8.05362361051988e-06
84.84848484848487 8.449703460217577e-06
86.8686868686869 5.545117895767785e-06
88.88888888888891 4.6209315798064876e-06
90.90909090909093 4.224851730108789e-06
92.92929292929294 4.620931579806552e-06
94.94949494949495 3.4326920307133905e-06
96.96969696969697 4.356878346674688e-06
98.98989898989899 2.6405323313179927e-06

-98.98989898989899 3.0694190984837063e-07
-96.96969696969697 0.0
-94.94949494949495 3.0694190984837063e-07
-92.92929292929293 0.0
-90.9090909090909 6.138838196967413e-07
-88.88888888888889 0.0
-86.86868686868686 3.0694190984837063e-07
-84.84848484848484 3.0694190984837063e-07
-82.82828282828282 3.0694190984837063e-07
-80.8080808080808 6.138838196967413e-07
-78.78787878787878 9.208257295451119e-07
-76.76767676767676 9.208257295451119e-07
-74.74747474747474 2.1485933689385944e-06
-72.72727272727272 1.2277676393934825e-06
-70.7070707070707 1.2277676393934825e-06
-68.68686868686868 1.2277676393934825e-06
-66.66666666666666 2.7624771886353353e-06
-64.64646464646464 2.4555352787869735e-06
-62.62626262626262 3.3763610083320767e-06
-60.6060606060606 4.604128647725559e-06
-58.58585858585858 4.297186737877189e-06
-56.56565656565656 3.6833029181804474e-06
-54.54545454545454 2.7624771886353353e-06
-52.525252525252526 6.752722016664176e-06
-50.505050505050505 5.524954377270671e-06
-48.484848484848484 8.901315385602747e-06
-46.464646464646464 1.04360249348446e-05
-44.44444444444444 9.208257295451118e-06
-42.42424242424242 1.7802630771205494e-05
-40.4040404040404 1.903039841059898e-05
-38.38383838383838 2.516923660756639e-05
-36.36363636363636 3.468443581286588e-05
-34.34343434343434 4.205104164922677e-05
-32.32323232323232 5.7398137141645305e-05
-30.303030303030297 6.906192971588339e-05
-28.282828282828277 9.791446924163022e-05
-26.262626262626256 0.00012492535730828684
-24.242424242424235 0.00018815539073705116
-22.222222222222214 0.0002682672292074759
-20.202020202020194 0.000403321669540759
-18.181818181818173 0.0006175671226149217
-16.161616161616152 0.0009730058542193349
-14.141414141414131 0.0015558885410213907
-12.12121212121211 0.0025463900841020824
-10.10101010101009 0.004109338289049985
-8.080808080808069 0.006889925050366376
-6.060606060606048 0.01237067979261888
-4.0404040404040344 0.025660957547143662
-2.0202020202020208 0.05930209780843475
0.0 0.10448977883440203
2.0202020202020208 0.11525576632233363
4.0404040404040416 0.07076545731554185
6.060606060606062 0.03636432888546601
8.080808080808083 0.018571520255375663
10.101010101010104 0.01067728127598542
12.121212121212125 0.006639767393839952
14.141414141414145 0.004456182647178644
16.161616161616166 0.0030304374759329627
18.181818181818187 0.0020905813479772523
20.202020202020208 0.0015638690306774483
22.22222222222223 0.001128011518692762
24.24242424242425 0.0008523776836489251
26.26262626262627 0.0006863221104209567
28.28282828282829 0.0004997014292331474
30.30303030303031 0.00041375769447560355
32.32323232323233 0.0003284278435377566
34.34343434343435 0.0002655047520188406
36.363636363636374 0.00021731487217264641
38.383838383838395 0.00018355126208932564
40.404040404040416 0.00013873774325146352
42.424242424242436 0.00012461841539843847
44.44444444444446 0.00010006306261056881
46.46464646464648 9.545893396284327e-05
48.4848484848485 8.04187803802731e-05
50.50505050505052 6.691333634694479e-05
52.52525252525254 5.187318276437463e-05
54.54545454545456 5.4328718043161604e-05
56.56565656565658 4.542740265755885e-05
58.5858585858586 4.17440997393784e-05
60.60606060606062 3.437749390301751e-05
62.626262626262644 2.946642334544358e-05
64.64646464646466 2.8238655706050095e-05
66.66666666666669 2.424841087802128e-05
68.6868686868687 2.117899177953757e-05
70.70707070707073 2.2099817509082683e-05
72.72727272727275 1.7495688861357125e-05
74.74747474747477 1.4119327853025047e-05
76.76767676767679 9.82214111514786e-06
78.78787878787881 1.3505444033328307e-05
80.80808080808083 7.366605836360895e-06
82.82828282828285 8.901315385602747e-06
84.84848484848487 6.7527220166641534e-06
86.8686868686869 5.831896287119042e-06
88.88888888888891 5.2180124674223e-06
90.90909090909093 7.366605836360895e-06
92.92929292929294 4.297186737877249e-06
94.94949494949495 3.3763610083320767e-06
96.96969696969697 4.604128647725559e-06
98.98989898989899 3.3763610083320767e-06

-98.98989898989899 0.0
-96.96969696969697 5.040373904100521e-07
-94.94949494949495 0.0
-92.92929292929293 5.040373904100521e-07
-90.9090909090909 5.040373904100521e-07
-88.88888888888889 0.0
-86.86868686868686 5.040373904100521e-07
-84.84848484848484 5.040373904100521e-07
-82.82828282828282 1.5121121712301563e-06
-80.8080808080808 5.040373904100521e-07
-78.78787878787878 0.0
-76.76767676767676 1.0080747808201042e-06
-74.74747474747474 1.5121121712301563e-06
-72.72727272727272 1.0080747808201042e-06
-70.7070707070707 3.0242243424603126e-06
-68.68686868686868 2.5201869520502605e-06
-66.66666666666666 4.032299123280417e-06
-64.64646464646464 2.0161495616402156e-06
-62.62626262626262 2.0161495616402084e-06
-60.6060606060606 2.5201869520502605e-06
-58.58585858585858 2.0161495616402084e-06
-56.56565656565656 6.5524860753306765e-06
-54.54545454545454 3.0242243424603126e-06
-52.525252525252526 6.0484486849206464e-06
-50.505050505050505 5.544411294510573e-06
-48.484848484848484 4.536336513690468e-06
-46.464646464646464 7.5605608561507816e-06
-44.44444444444444 1.0584785198611094e-05
-42.42424242424242 9.57671041779099e-06
-40.4040404040404 1.461708432189151e-05
-38.38383838383838 1.6129196493121667e-05
-36.36363636363636 1.8145346054761872e-05
-34.34343434343434 2.923416864378302e-05
-32.32323232323232 2.923416864378302e-05
-30.303030303030297 4.032299123280417e-05
-28.282828282828277 6.350871119166657e-05
-26.262626262626256 8.467828158888875e-05
-24.242424242424235 0.00013861028236276433
-22.222222222222214 0.00019657458225992032
-20.202020202020194 0.00027722056472552866
-18.181818181818173 0.0004753072591566791
-16.161616161616152 0.00087148064801898
-14.141414141414131 0.00174296129603796
-12.12121212121211 0.0036139480892400737
-10.10101010101009 0.007327191544390927
-8.080808080808069 0.014330791084138601
-6.060606060606048 0.026365691854959412
-4.0404040404040344 0.040626925779221716
-2.0202020202020208 0.05729040190617775
0.0 0.06959143441913507
2.0202020202020208 0.07052793589051695
4.0404040404040416 0.06092148726669177
6.060606060606062 0.04934425244636328
8.080808080808083 0.03475539421833473
10.101010101010104 0.021592961805166632
12.121212121212125 0.012436618570977626
14.141414141414145 0.007035857932733917
16.161616161616166 0.004167381143910311
18.181818181818187 0.002736923029926583
20.202020202020208 0.001953648925229362
22.22222222222223 0.0013805584123331327
24.24242424242425 0.0010045465190872337
26.26262626262627 0.0007278299917521152
28.28282828282829 0.0005872035598277107
30.30303030303031 0.0004405286792183855
32.32323232323233 0.00036794729499933803
34.34343434343435 0.00029536591078029056
36.363636363636374 0.00023740161088313454
38.383838383838395 0.00018044538576679866
40.404040404040416 0.00015121121712301564
42.424242424242436 0.00014768295539014528
44.44444444444446 0.00012399319804087282
46.46464646464648 9.324691722585964e-05
48.4848484848485 7.862983290396814e-05
50.50505050505052 7.258138421904749e-05
52.52525252525254 5.342796338346552e-05
54.54545454545456 5.494007555469568e-05
56.56565656565658 3.780280428075391e-05
58.5858585858586 3.427454254788354e-05
60.60606060606062 3.2762430376653385e-05
62.626262626262644 2.3185719958862397e-05
64.64646464646466 2.873013125337297e-05
66.66666666666669 1.5121121712301563e-05
68.6868686868687 1.4113046931481459e-05
70.70707070707073 1.5625159102711614e-05
72.72727272727275 1.2600934760251303e-05
74.74747474747477 1.0584785198611094e-05
76.76767676767679 7.5605608561507816e-06
78.78787878787881 1.1088822589021146e-05
80.80808080808083 1.0080747808201042e-05
82.82828282828285 4.536336513690468e-06
84.84848484848487 8.064598246560834e-06
86.8686868686869 1.0080747808201042e-05
88.88888888888891 5.544411294510573e-06
90.90909090909093 5.040373904100521e-06
92.92929292929294 6.048448684920711e-06
94.94949494949495 6.5524860753306765e-06
96.96969696969697 4.032299123280417e-06
98.98989898989899 2.5201869520502605e-06

-98.98989898989899 4.995846886880905e-07
-96.96969696969697 4.995846886880905e-07
-94.94949494949495 0.0
-92.92929292929293 4.995846886880905e-07
-90.9090909090909 4.995846886880905e-07
-88.88888888888889 0.0
-86.86868686868686 0.0
-84.84848484848484 0.0
-82.82828282828282 4.995846886880905e-07
-80.8080808080808 4.995846886880905e-07
-78.78787878787878 0.0
-76.76767676767676 0.0
-74.74747474747474 9.99169377376181e-07
-72.72727272727272 4.995846886880905e-07
-70.7070707070707 0.0
-68.68686868686868 4.995846886880905e-07
-66.66666666666666 1.4987540660642716e-06
-64.64646464646464 9.991693773761844e-07
-62.62626262626262 1.4987540660642716e-06
-60.6060606060606 2.4979234434404523e-06
-58.58585858585858 9.99169377376181e-07
-56.56565656565656 4.995846886880905e-07
-54.54545454545454 3.996677509504724e-06
-52.525252525252526 1.9983387547523687e-06
-50.505050505050505 3.497092820816633e-06
-48.484848484848484 5.995016264257086e-06
-46.464646464646464 6.994185641633266e-06
-44.44444444444444 6.994185641633266e-06
-42.42424242424242 1.1990032528514173e-05
-40.4040404040404 1.2489617217202261e-05
-38.38383838383838 2.7477157877844974e-05
-36.36363636363636 3.547051289685442e-05
-34.34343434343434 6.0449747331258946e-05
-32.32323232323232 6.544559421813986e-05
-30.303030303030297 7.693604205796593e-05
-28.282828282828277 0.00010541236931318709
-26.262626262626256 0.00014887623722905095
-24.242424242424235 0.0002148214161358789
-22.222222222222214 0.00032672838640201117
-20.202020202020194 0.0003821822868463892
-18.181818181818173 0.000519568076235614
-16.161616161616152 0.0006824326847479316
-14.141414141414131 0.0011485451992939199
-12.12121212121211 0.0020178225576111975
-10.10101010101009 0.005100260086816716
-8.080808080808069 0.01563700075593723
-6.060606060606048 0.03784403975281154
-4.0404040404040344 0.05641010553852745
-2.0202020202020208 0.05894749617237385
0.0 0.055614267129446913
2.0202020202020208 0.050439568924015674
4.0404040404040416 0.04581791096896216
6.060606060606062 0.04007418580311518
8.080808080808083 0.03230714264808143
10.101010101010104 0.024245844111410408
12.121212121212125 0.017528428387310342
14.141414141414145 0.012625004667836734
16.161616161616166 0.00914639648050156
18.181818181818187 0.006981196439727376
20.202020202020208 0.005304090639801456
22.22222222222223 0.003831814562237654
24.24242424242425 0.0027941771638324902
26.26262626262627 0.001989845815044664
28.28282828282829 0.0014662810612995456
30.30303030303031 0.0010341403055843471
32.32323232323233 0.0007473786942773833
34.34343434343435 0.0005925074407840753
36.363636363636374 0.0004481274657532171
38.383838383838395 0.00035420554427985617
40.404040404040416 0.0002752711634671379
42.424242424242436 0.00022731103335308115
44.44444444444446 0.00018684467356934584
46.46464646464648 0.0001523733300498676
48.4848484848485 0.00012889284968152734
50.50505050505052 0.0001099086315113799
52.52525252525254 8.842648989779202e-05
54.54545454545456 8.193188894484684e-05
56.56565656565658 6.994185641633267e-05
58.5858585858586 5.895099326519467e-05
60.60606060606062 4.845971480274478e-05
62.626262626262644 5.045805355749713e-05
64.64646464646466 4.8959299491432864e-05
66.66666666666669 3.097425069866161e-05
68.6868686868687 3.4970928208166333e-05
70.70707070707073 2.9475496632597336e-05
72.72727272727275 2.7477157877844974e-05
74.74747474747477 1.8484633481459347e-05
76.76767676767679 2.2481310990964074e-05
78.78787878787881 2.298089567965216e-05
80.80808080808083 1.149044783982608e-05
82.82828282828285 1.5487125349330805e-05
84.84848484848487 1.5487125349330805e-05
86.8686868686869 1.5487125349330805e-05
88.88888888888891 1.2489617217202261e-05
90.90909090909093 1.2489617217202261e-05
92.92929292929294 1.398837128326673e-05
94.94949494949495 8.992524396385627e-06
96.96969696969697 1.2989201905890352e-05
98.98989898989899 5.995016264257086e-06

-98.98989898989899 8.277780576522331e-07
-96.96969696969697 5.173612860326457e-07
-94.94949494949495 7.243058004457039e-07
-92.92929292929293 3.1041677161958743e-07
-90.9090909090909 4.1388902882611656e-07
-88.88888888888889 5.173612860326457e-07
-86.86868686868686 7.243058004457039e-07
-84.84848484848484 7.243058004457039e-07
-82.82828282828282 1.0347225720652914e-06
-80.8080808080808 1.3451393436848786e-06
-78.78787878787878 1.3451393436848786e-06
-76.76767676767676 1.552083858097937e-06
-74.74747474747474 1.8625006297175242e-06
-72.72727272727272 1.2416670864783497e-06
-70.7070707070707 1.3451393436848786e-06
-68.68686868686868 1.2416670864783497e-06
-66.66666666666666 2.37986191575017e-06
-64.64646464646464 2.276389658543649e-06
-62.62626262626262 3.207639973402403e-06
-60.6060606060606 2.7937509445762867e-06
-58.58585858585858 3.828473516641577e-06
-56.56565656565656 4.656251574293811e-06
-54.54545454545454 7.553474776076627e-06
-52.525252525252526 7.863891547696242e-06
-50.505050505050505 1.189930957875085e-05
-48.484848484848484 1.3761810208468374e-05
-46.464646464646464 1.9349312097620948e-05
-44.44444444444444 2.0694451441305825e-05
-42.42424242424242 2.773056493134981e-05
-40.4040404040404 3.518056745021991e-05
-38.38383838383838 4.0664597082165945e-05
-36.36363636363636 5.152918408885151e-05
-34.34343434343434 6.011738143699343e-05
-32.32323232323232 7.998405482064702e-05
-30.303030303030297 0.00011071531521098618
-28.282828282828277 0.00014237782591618409
-26.262626262626256 0.00019214798163252458
-24.242424242424235 0.0002781334273711503
-22.222222222222214 0.00038201957360650554
-20.202020202020194 0.0004761793276644471
-18.181818181818173 0.0006098654839752827
-16.161616161616152 0.0007545196995500104
-14.141414141414131 0.0009853663053777768
-12.12121212121211 0.0013108900265495175
-10.10101010101009 0.0022452445091244756
-8.080808080808069 0.0062309958567199775
-6.060606060606048 0.019389873222445907
-4.0404040404040344 0.04455484353636014
-2.0202020202020208 0.06474838578052884
0.0 0.0652373956680869
2.0202020202020208 0.056751221965550616
4.0404040404040416 0.04793207453932373
6.060606060606062 0.03998850935357849
8.080808080808083 0.032145933090866816
10.101010101010104 0.025531986410225475
12.121212121212125 0.02003823038610202
14.141414141414145 0.01554618928399497
16.161616161616166 0.0115704747453485
18.181818181818187 0.008453579941516224
20.202020202020208 0.00611614165122073
22.22222222222223 0.00459158141353973
24.24242424242425 0.0035250928585120345
26.26262626262627 0.0026979356344030403
28.28282828282829 0.0021335979435986308
30.30303030303031 0.0016636269513665754
32.32323232323233 0.0013447254546560528
34.34343434343435 0.0010763184194623162
36.363636363636374 0.0008693739050492578
38.383838383838395 0.0007116821850665074
40.404040404040416 0.0005951724234519556
42.424242424242436 0.0004992536410215031
44.44444444444446 0.000422580698431465
46.46464646464648 0.00035625498156207985
48.4848484848485 0.0002938612104665427
50.50505050505052 0.0002586806430163228
52.52525252525254 0.00021615354530443934
54.54545454545456 0.00018625006297175243
56.56565656565658 0.00016503825024441395
58.5858585858586 0.00014682713297606482
60.60606060606062 0.00013265143373877034
62.626262626262644 0.0001051278133218336
64.64646464646466 0.0001026444791488769
66.66666666666669 9.074516957012605e-05
68.6868686868687 7.936322127740785e-05
70.70707070707073 7.501738647473362e-05
72.72727272727275 6.622224461217865e-05
74.74747474747477 5.877224209330855e-05
76.76767676767679 5.297779568974292e-05
78.78787878787881 4.842501637265564e-05
80.80808080808083 4.532084865645976e-05
82.82828282828285 4.128543062540512e-05
84.84848484848487 3.435278939256767e-05
86.8686868686869 3.176598296240444e-05
88.88888888888891 3.176598296240444e-05
90.90909090909093 2.6902786873697573e-05
92.92929292929294 2.3695146900295506e-05
94.94949494949495 2.369514690029517e-05
96.96969696969697 2.2143063042197234e-05
98.98989898989899 1.8625006297175243e-05

