c_bin s_d_cond_mean
0.0 4.92084300092906
0.010101010101010102 4.726879625940337
0.020202020202020204 4.6246278662588125
0.030303030303030304 4.528692003476185
0.04040404040404041 4.4387902476624586
0.05050505050505051 4.366097366993797
0.06060606060606061 4.271221600099672
0.07070707070707072 4.186092829729534
0.08080808080808081 4.064798082770852
0.09090909090909091 3.9480334540508957
0.10101010101010102 3.86035422690452
0.11111111111111112 3.7935239729830066
0.12121212121212122 3.7111285814794583
0.13131313131313133 3.629153285655363
0.14141414141414144 3.5562687049146486
0.15151515151515152 3.4890312635977336
0.16161616161616163 3.4319446902579362
0.17171717171717174 3.3573448916843174
0.18181818181818182 3.3049583829230103
0.19191919191919193 3.2599590420180733
0.20202020202020204 3.22887023192261
0.21212121212121213 3.191767898047035
0.22222222222222224 3.1400066919419833
0.23232323232323235 3.121232956582716
0.24242424242424243 3.1062106083949588
0.25252525252525254 3.0888001240720424
0.26262626262626265 3.065773900174785
0.27272727272727276 3.0557386353173293
0.2828282828282829 3.045503598938152
0.29292929292929293 3.035802789508472
0.30303030303030304 3.0261565111859787
0.31313131313131315 3.029907188809583
0.32323232323232326 3.0452371923703625
0.33333333333333337 3.046404234656414
0.3434343434343435 3.047942914486658
0.3535353535353536 3.0498481906781185
0.36363636363636365 3.0530893411286746
0.37373737373737376 3.052275427648329
0.38383838383838387 3.045115956059587
0.393939393939394 3.0437002414771612
0.4040404040404041 3.0434037931358704
0.4141414141414142 3.0430532984727385
0.42424242424242425 3.050981239722484
0.43434343434343436 3.0583915252833935
0.4444444444444445 3.063168204770912
0.4545454545454546 3.063314715715426
0.4646464646464647 3.075466190307169
0.4747474747474748 3.083806987973745
0.48484848484848486 3.0958981551257736
0.494949494949495 3.0858902310676237
0.5050505050505051 3.080004069841935
0.5151515151515152 3.0726680258987065
0.5252525252525253 3.048818561612277
0.5353535353535354 3.035754167731447
0.5454545454545455 3.0259539312079604
0.5555555555555556 3.0329908872933737
0.5656565656565657 3.014071333483207
0.5757575757575758 3.0032312583827707
0.5858585858585859 2.9940483374911424
0.595959595959596 2.9838287737491567
0.6060606060606061 2.986766577175967
0.6161616161616162 2.985492145354713
0.6262626262626263 3.001468968392539
0.6363636363636365 3.0225252939227585
0.6464646464646465 3.0376842226405714
0.6565656565656566 3.0497324264425028
0.6666666666666667 3.07433791399128
0.6767676767676768 3.1052253733945867
0.686868686868687 3.138149358081936
0.696969696969697 3.183559970770368
0.7070707070707072 3.212668435973294
0.7171717171717172 3.2517844130488296
0.7272727272727273 3.299642381554359
0.7373737373737375 3.3403738710355158
0.7474747474747475 3.3925650616735425
0.7575757575757577 3.4406622864321874
0.7676767676767677 3.497503677546433
0.7777777777777778 3.5478872847389975
0.787878787878788 3.6170822953521538
0.797979797979798 3.672496360902873
0.8080808080808082 3.7477352333020724
0.8181818181818182 3.825665089484425
0.8282828282828284 3.940217841431349
0.8383838383838385 4.06791571690917
0.8484848484848485 4.20250194660002
0.8585858585858587 4.320074900911975
0.8686868686868687 4.489566816569398
0.8787878787878789 4.604268403291408
0.888888888888889 4.681960289005691
0.8989898989898991 4.73235874726389
0.9090909090909092 4.731066834933491
0.9191919191919192 4.695105859332445
0.9292929292929294 4.5713678111237135
0.9393939393939394 4.319327847683027
0.9494949494949496 3.7577004087321324
0.9595959595959597 2.4556100479645915
0.9696969696969697 2.433417595615153
0.9797979797979799 2.408110664905571
0.98989898989899 2.376452557822456
1.0 2.3354764315365446
