prod_rate_bin prod_rate
12688.442211055277 3.222538252330434e-06
12939.69849246231 3.966200925945149e-06
13190.954773869347 5.288267901260198e-06
13442.21105527638 5.949301388917723e-06
13693.467336683418 4.544605227645483e-06
13944.723618090451 5.288267901260198e-06
14195.979899497488 5.205638715303007e-06
14447.236180904521 6.362447318703676e-06
14698.492462311558 6.527705690618057e-06
14949.748743718592 6.031930574874914e-06
15201.005025125629 8.015031037847489e-06
15452.261306532662 6.362447318703676e-06
15703.5175879397 6.031930574874914e-06
15954.773869346733 7.767143479975915e-06
16206.03015075377 8.510806153590632e-06
16457.286432160803 1.0080760686777326e-05
16708.54271356784 8.92395208337652e-06
16959.798994974873 9.337098013162604e-06
17211.055276381907 1.140282766209222e-05
17462.311557788944 1.0493906616563281e-05
17713.56783919598 1.0576535802520319e-05
17964.824120603014 1.31380405671934e-05
18216.080402010048 1.272489463740726e-05
18467.336683417085 1.2146490335707105e-05
18718.59296482412 1.3303298939107588e-05
18969.849246231155 1.4377478356551268e-05
19221.10552763819 1.388170324080792e-05
19472.361809045226 1.6856353935267002e-05
19723.618090452263 1.958311707185403e-05
19974.874371859296 1.726949986505296e-05
20226.13065326633 1.834367928249618e-05
20477.386934673366 1.9913633815683078e-05
20728.643216080403 1.941785869993965e-05
20979.899497487437 2.2475138580356006e-05
21231.15577889447 2.197936346461254e-05
21482.412060301507 2.3797205555671062e-05
21733.668341708544 2.354931799779915e-05
21984.924623115578 2.4127722299499828e-05
22236.18090452261 2.991176531650278e-05
22487.437185929648 3.049016961820355e-05
22738.693467336685 3.2060124151389725e-05
22989.94974874372 3.115120310586108e-05
23241.20603015075 3.586106670542046e-05
23492.46231155779 3.6522100193078505e-05
23743.718592964826 3.693524612286393e-05
23994.97487437186 3.891834658583706e-05
24246.231155778893 3.924886332966525e-05
24497.48743718593 4.437187285901167e-05
24748.743718592967 4.941225320239962e-05
25000.0 5.4039487616003045e-05
25251.256281407033 5.693150912450391e-05
25502.51256281407 5.858409284364856e-05
25753.768844221107 6.164137272406375e-05
26005.02512562814 6.767330329893958e-05
26256.281407035174 7.4366267361471e-05
26507.53768844221 8.07287146801758e-05
26758.79396984925 8.940477920567958e-05
27010.05025125628 0.00010022920256607292
27261.306532663315 0.00010328648244648749
27512.562814070352 0.00012229119521664297
27763.81909547739 0.0001098141881371055
28015.075376884422 0.00011369775987709508
28266.331658291456 0.00010849212116179047
28517.587939698493 0.00010824423360392047
28768.84422110553 0.00010419540349201659
29020.100502512563 0.00010824423360392047
29271.356783919597 0.00010725268337243263
29522.613065326634 8.890900408993774e-05
29773.86934673367 9.089210455290901e-05
30025.125628140704 8.676064525505076e-05
30276.381909547737 8.287707351506158e-05
30527.638190954774 8.147237735379052e-05
30778.89447236181 8.039819793634587e-05
31030.150753768845 7.461415491934366e-05
31281.40703517588 7.717565968401547e-05
31532.663316582915 7.824983910146006e-05
31783.919597989952 7.18047625967981e-05
32035.175879396986 6.618597795171015e-05
32286.43216080402 6.048456412066396e-05
32537.688442211052 5.874935121556209e-05
32788.944723618086 4.990802831814348e-05
33040.20100502513 4.643760250794145e-05
33291.45728643216 3.9827267631365e-05
33542.71356783919 3.949675088753739e-05
33793.969849246234 3.230801170926176e-05
34045.22613065326 3.4291112172234345e-05
34296.4824120603 3.263852845308958e-05
34547.73869346734 2.635871032034399e-05
34798.99497487437 2.2309880208441625e-05
35050.25125628141 2.288828451014196e-05
35301.50753768844 1.9583117071853746e-05
35552.763819095475 1.6195320447609474e-05
35804.020100502516 1.4212219984636885e-05
36055.27638190954 1.305541138123621e-05
36306.53266331658 8.34554778167607e-06
36557.78894472362 7.932401851890356e-06
36809.04522613065 5.949301388917766e-06
37060.30150753769 5.53615545913181e-06
37311.55778894472 4.461976041688195e-06
37562.81407035176 2.892021508501692e-06
37814.0703517588 2.561504764672927e-06
38065.32663316582 1.8178420910582063e-06
38316.582914572864 9.089210455290768e-07
38567.839195979905 9.089210455291031e-07
38819.09547738693 1.652583719143824e-07
39070.35175879397 3.305167438287648e-07
39321.608040201005 3.305167438287552e-07
39572.86432160804 3.305167438287648e-07
39824.12060301508 8.26291859571912e-08
40075.376884422105 0.0
40326.633165829146 0.0
40577.889447236186 0.0
40829.14572864321 0.0
41080.40201005025 0.0
41331.65829145729 0.0
41582.91457286432 0.0
41834.17085427136 0.0
42085.42713567839 0.0
42336.68341708543 0.0
42587.93969849247 0.0
42839.195979899494 0.0
43090.452261306535 0.0
43341.70854271357 0.0
43592.9648241206 0.0
43844.22110552764 0.0
44095.47738693467 0.0
44346.73366834171 0.0
44597.98994974875 0.0
44849.246231155776 0.0
45100.502512562816 0.0
45351.75879396985 0.0
45603.01507537688 0.0
45854.271356783924 0.0
46105.52763819095 0.0
46356.78391959799 0.0
46608.04020100503 0.0
46859.29648241206 0.0
47110.5527638191 0.0
47361.80904522613 0.0
47613.065326633165 0.0
47864.321608040205 0.0
48115.57788944723 0.0
48366.83417085427 0.0
48618.090452261305 0.0
48869.34673366834 0.0
49120.60301507538 0.0
49371.859296482406 0.0
49623.115577889446 0.0
49874.37185929649 0.0

125.62814070351759 8.700531866943118e-06
376.88442211055275 3.444334264851708e-05
628.1407035175879 3.097508939571502e-05
879.3969849246231 7.988941975419933e-05
1130.6532663316582 0.00010168559752396409
1381.9095477386934 0.00013585985155803958
1633.1658291457286 0.00015112315574386246
1884.4221105527638 0.0001580148141470597
2135.678391959799 0.00015246859881607033
2386.934673366834 0.0001373248895699991
2638.190954773869 0.0001253354968598816
2889.4472361809044 0.00011067016737281768
3140.7035175879396 9.654301511463685e-05
3391.959798994975 8.392574897082243e-05
3643.21608040201 7.70490399350942e-05
3894.472361809045 7.012748279695904e-05
4145.72864321608 6.359460921301733e-05
4396.984924623115 5.9453634424111297e-05
4648.24120603015 5.739062171339283e-05
4899.497487437186 5.434095074972204e-05
5150.753768844221 5.165006460530664e-05
5402.010050251256 4.812201388262867e-05
5653.266331658291 4.61187986417861e-05
5904.522613065326 4.558062141290303e-05
6155.778894472362 4.320367198533609e-05
6407.035175879397 4.2755190961266866e-05
6658.291457286432 4.218711499744583e-05
6909.547738693467 3.988491240722377e-05
7160.804020100502 3.897300099161633e-05
7412.060301507538 3.779200096156735e-05
7663.316582914573 3.693988701583581e-05
7914.572864321608 3.65960515640494e-05
8165.829145728643 3.4772228732834646e-05
8417.085427135677 3.423405150395144e-05
8668.341708542714 3.315769704618528e-05
8919.597989949747 3.341183629315784e-05
9170.854271356784 3.226073499804681e-05
9422.110552763817 3.248497551008143e-05
9673.366834170854 3.3008203371495534e-05
9924.623115577888 3.215608942576399e-05
10175.879396984925 3.1318924847501426e-05
10427.135678391958 2.915126656450013e-05
10678.391959798995 2.9345608341596798e-05
10929.648241206029 2.9016722257279363e-05
11180.904522613066 2.8314101986237564e-05
11432.160804020099 2.837389945611346e-05
11683.417085427136 2.8179557679016792e-05
11934.67336683417 2.6654722197181404e-05
12185.929648241206 2.6804215871871146e-05
12437.18592964824 2.7192899426064483e-05
12688.442211055277 2.684906397427807e-05
12939.69849246231 2.708825385378166e-05
13190.954773869347 2.5144836082814986e-05
13442.21105527638 2.631088674539499e-05
13693.467336683418 2.4337570239490367e-05
13944.723618090451 2.505513987800114e-05
14195.979899497488 2.373959554073139e-05
14447.236180904521 2.4367468974428314e-05
14698.492462311558 2.3799393010607287e-05
14949.748743718592 2.275293728777908e-05
15201.005025125629 2.3246266414255234e-05
15452.261306532662 2.2304456263709843e-05
15703.5175879397 2.2887481594999844e-05
15954.773869346733 2.231940563117882e-05
16206.03015075377 2.2483848673337536e-05
16457.286432160803 2.240910183599283e-05
16708.54271356784 2.125800054088148e-05
16959.798994974873 2.215496258902026e-05
17211.055276381907 2.1437392950509173e-05
17462.311557788944 2.060022837224691e-05
17713.56783919598 2.14224435830402e-05
17964.824120603014 2.0361038492743315e-05
18216.080402010048 2.0361038492743024e-05
18467.336683417085 2.066002584212281e-05
18718.59296482412 1.91501397277561e-05
18969.849246231155 1.938932960725997e-05
19221.10552763819 1.817843084227277e-05
19472.361809045226 1.9150139727756378e-05
19723.618090452263 1.9718215691577124e-05
19974.874371859296 1.928468403497715e-05
20226.13065326633 1.8746506806093796e-05
20477.386934673366 1.8148532107335085e-05
20728.643216080403 1.847741819165226e-05
20979.899497487437 1.8477418191652527e-05
21231.15577889447 1.7700051083265595e-05
21482.412060301507 1.7969139697707392e-05
21733.668341708544 1.7565506776044823e-05
21984.924623115578 1.7550557408576103e-05
22236.18090452261 1.6773190300189185e-05
22487.437185929648 1.6534000420685836e-05
22738.693467336685 1.648915231827867e-05
22989.94974874372 1.6578848523092758e-05
23241.20603015075 1.571178520989201e-05
23492.46231155779 1.4560683914781197e-05
23743.718592964826 1.512875987860201e-05
23994.97487437186 1.5024114306319408e-05
24246.231155778893 1.4441088975029192e-05
24497.48743718593 1.4381291505153503e-05
24748.743718592967 1.2796658553442016e-05
25000.0 1.2318278794435017e-05
25251.256281407033 1.194454460771048e-05
25502.51256281407 1.2183734487214245e-05
25753.768844221107 1.083829141500638e-05
26005.02512562814 1.0031025571681912e-05
26256.281407035174 1.0016076204212793e-05
26507.53768844221 8.835076174163949e-06
26758.79396984925 8.252050842873824e-06
27010.05025125628 7.893266023618555e-06
27261.306532663315 6.876709035728186e-06
27512.562814070352 6.293683704438279e-06
27763.81909547739 5.785405210493061e-06
28015.075376884422 5.247227981610061e-06
28266.331658291456 4.559557078037167e-06
28517.587939698493 4.395114035878513e-06
28768.84422110553 3.8419874395264e-06
29020.100502512563 3.841987439526455e-06
29271.356783919597 3.378557047988196e-06
29522.613065326634 2.9151266564500345e-06
29773.86934673367 2.4367468974428137e-06
30025.125628140704 1.8088734637459187e-06
30276.381909547737 2.0181646083115327e-06
30527.638190954774 1.2407974999248865e-06
30778.89447236181 9.866582529523051e-07
31030.150753768845 8.222152107935994e-07
31281.40703517588 5.830253312899984e-07
31532.663316582915 3.2888608431743974e-07
31783.919597989952 1.7939240962769183e-07
32035.175879396986 1.7939240962769442e-07
32286.43216080402 4.4848102406923606e-08
32537.688442211052 2.9898734937948636e-08
32788.944723618086 2.989873493794907e-08
