c_bin s_d_cond_mean
0.0 4.838216092862476
0.010101010101010102 4.788208265504717
0.020202020202020204 4.7284208693790015
0.030303030303030304 4.661636672530342
0.04040404040404041 4.60404262877096
0.05050505050505051 4.535780063343627
0.06060606060606061 4.345220576322063
0.07070707070707072 4.211139738438304
0.08080808080808081 4.099028426684791
0.09090909090909091 3.9935468748358374
0.10101010101010102 3.876222587477847
0.11111111111111112 3.7411887980932104
0.12121212121212122 3.618581394480223
0.13131313131313133 3.4995579418631078
0.14141414141414144 3.376350724579012
0.15151515151515152 3.252493881250871
0.16161616161616163 3.13005939357649
0.17171717171717174 3.0234055685408174
0.18181818181818182 2.9310019143993484
0.19191919191919193 2.850993331696573
0.20202020202020204 2.7818488453461065
0.21212121212121213 2.727690807038595
0.22222222222222224 2.6802425672354047
0.23232323232323235 2.6540730240173014
0.24242424242424243 2.629588002727378
0.25252525252525254 2.612619473988637
0.26262626262626265 2.6055613830454902
0.27272727272727276 2.5984343708731865
0.2828282828282829 2.577233641252776
0.29292929292929293 2.567231849722068
0.30303030303030304 2.556920111761007
0.31313131313131315 2.549308531530462
0.32323232323232326 2.5361458084837243
0.33333333333333337 2.5201952896476176
0.3434343434343435 2.5177795453838776
0.3535353535353536 2.510742649763909
0.36363636363636365 2.4970249033432346
0.37373737373737376 2.4882772556725796
0.38383838383838387 2.488933639511008
0.393939393939394 2.4911100990716193
0.4040404040404041 2.4856228655972745
0.4141414141414142 2.4890410805001637
0.42424242424242425 2.48723080287415
0.43434343434343436 2.484480539703234
0.4444444444444445 2.475740176339957
0.4545454545454546 2.4765609100564365
0.4646464646464647 2.478814623625966
0.4747474747474748 2.482111591032217
0.48484848484848486 2.5011885097501736
0.494949494949495 2.49946723989767
0.5050505050505051 2.496207972279495
0.5151515151515152 2.4925386905888587
0.5252525252525253 2.4959832632826604
0.5353535353535354 2.4827689997991125
0.5454545454545455 2.4855192703090303
0.5555555555555556 2.479622295299098
0.5656565656565657 2.4827563030645754
0.5757575757575758 2.4865632560371265
0.5858585858585859 2.4728661229753492
0.595959595959596 2.4715743229045786
0.6060606060606061 2.486336749323608
0.6161616161616162 2.48674898305184
0.6262626262626263 2.496111551248601
0.6363636363636365 2.5284103299102325
0.6464646464646465 2.5568279615000473
0.6565656565656566 2.5956306467984214
0.6666666666666667 2.633830037019415
0.6767676767676768 2.66675102576836
0.686868686868687 2.7153604719412434
0.696969696969697 2.7533562185407217
0.7070707070707072 2.7864252237997715
0.7171717171717172 2.8269965578218175
0.7272727272727273 2.8582172912229566
0.7373737373737375 2.8802161851045214
0.7474747474747475 2.913415526759819
0.7575757575757577 2.932995893758823
0.7676767676767677 2.9468158732681737
0.7777777777777778 2.962158155797476
0.787878787878788 2.989215842586712
0.797979797979798 3.0149510387543206
0.8080808080808082 3.0570835323817307
0.8181818181818182 3.1077551732218227
0.8282828282828284 3.118861997528187
0.8383838383838385 3.1288285317742317
0.8484848484848485 3.1529073486005412
0.8585858585858587 3.1724211592924183
0.8686868686868687 3.1627846524179333
0.8787878787878789 3.1063588720443085
0.888888888888889 3.0003815716074778
0.8989898989898991 2.9032033449415207
0.9090909090909092 2.7301554642975128
0.9191919191919192 2.4419751514619055
0.9292929292929294 2.0235704427024457
0.9393939393939394 1.483061337414009
0.9494949494949496 0.8846477454582737
0.9595959595959597 0.7889120121884609
0.9696969696969697 0.7472578641681086
0.9797979797979799 0.7034418801840079
0.98989898989899 0.6497168469055644
1.0 0.5701036526610856
