s_d_bin lambda_cond_mean
-15.0 99664.54132170192
-14.696969696969697 91137.08853340287
-14.393939393939394 93666.88186157693
-14.09090909090909 96451.28602237771
-13.787878787878787 100279.02559434129
-13.484848484848484 95629.82202994208
-13.181818181818182 94342.90825332707
-12.878787878787879 94813.00773561331
-12.575757575757576 98780.68175508975
-12.272727272727273 97781.3637942033
-11.969696969696969 90460.93079392277
-11.666666666666666 89925.76397025892
-11.363636363636363 90050.83216575129
-11.06060606060606 89970.88892467156
-10.757575757575758 93850.71002839715
-10.454545454545453 91340.92924075204
-10.151515151515152 91675.43650880788
-9.848484848484848 88099.51398996949
-9.545454545454545 87908.60676565104
-9.242424242424242 76891.73409851364
-8.93939393939394 78627.88278722977
-8.636363636363637 74086.17094684199
-8.333333333333332 76605.37440485104
-8.030303030303031 75386.49006139697
-7.727272727272727 76801.5108371303
-7.424242424242424 74466.81845952636
-7.121212121212121 74810.88702363329
-6.818181818181818 74161.17695308034
-6.515151515151516 75797.9804689511
-6.212121212121211 77724.69225227313
-5.909090909090908 79028.2734838897
-5.6060606060606055 80104.88994997868
-5.303030303030303 79392.00630967974
-5.0 81080.52120187866
-4.696969696969697 82314.18807823256
-4.3939393939393945 81859.98094247286
-4.09090909090909 83410.06778462348
-3.787878787878787 83027.38386421079
-3.4848484848484844 86382.35670903193
-3.1818181818181817 84677.47635242248
-2.878787878787879 85521.28822506746
-2.575757575757576 85246.13053638088
-2.2727272727272716 86603.49730845036
-1.9696969696969688 88292.0583367755
-1.666666666666666 90578.84813183795
-1.3636363636363633 88619.0582135836
-1.0606060606060606 88881.91552466818
-0.7575757575757578 88804.77471276431
-0.45454545454545325 85834.44027823715
-0.1515151515151505 88015.27339286558
0.15151515151515227 87558.94406388652
0.45454545454545503 88614.70015794065
0.7575757575757578 89802.30574175857
1.0606060606060623 87600.1692073541
1.3636363636363633 87139.64011166002
1.6666666666666679 85723.74322475295
1.9696969696969688 86994.71769025992
2.2727272727272734 87819.34652062447
2.575757575757578 86575.69953108004
2.878787878787879 85628.82075959817
3.1818181818181834 86052.54919647447
3.4848484848484844 88507.37420282852
3.787878787878789 87742.37100513016
4.09090909090909 86974.42415477526
4.3939393939393945 87825.75644250597
4.696969696969699 87628.86534347566
5.0 88064.7919958829
5.3030303030303045 89564.88322811516
5.6060606060606055 88761.95519032581
5.90909090909091 90122.71086239538
6.212121212121211 91774.31771369059
6.515151515151516 90988.62892748092
6.81818181818182 91039.94415941196
7.121212121212121 91878.59927962735
7.424242424242426 90781.92246380629
7.727272727272727 91873.17793246497
8.030303030303031 93625.20087598274
8.333333333333336 92635.8587231547
8.636363636363637 93620.52436636236
8.939393939393941 94507.7875247172
9.242424242424242 94258.85297500214
9.545454545454547 97177.96857059677
9.848484848484848 97562.29456897736
10.151515151515152 98819.93558920774
10.454545454545457 101150.94690330408
10.757575757575758 97636.23786512631
11.060606060606062 102007.06102991362
11.363636363636363 103075.09419735041
11.666666666666668 100644.15311262773
11.969696969696969 102053.02897137399
12.272727272727273 106288.62399394646
12.575757575757578 103719.15174730874
12.878787878787879 105763.67951024028
13.181818181818183 105834.76005092706
13.484848484848484 104250.93783136384
13.787878787878789 102286.85097326059
14.090909090909093 103554.6471366737
14.393939393939394 105734.20325236258
14.696969696969699 107959.77198355173
15.0 108902.48459561732

-15.0 85809.12056243228
-14.696969696969697 75854.26806233634
-14.393939393939394 71831.55583346495
-14.09090909090909 65830.52107846268
-13.787878787878787 65793.92541427816
-13.484848484848484 62948.06217316594
-13.181818181818182 59852.56392945134
-12.878787878787879 58228.746624970234
-12.575757575757576 56657.08283850376
-12.272727272727273 57536.33614149981
-11.969696969696969 56052.378958788446
-11.666666666666666 54643.18928981349
-11.363636363636363 52896.55285070629
-11.06060606060606 53794.06740844112
-10.757575757575758 52108.09705662239
-10.454545454545453 55457.29489832658
-10.151515151515152 55783.827884097926
-9.848484848484848 60102.00870188299
-9.545454545454545 58257.42511689184
-9.242424242424242 57860.92839947769
-8.93939393939394 61065.69532006432
-8.636363636363637 59901.43589409559
-8.333333333333332 63585.05866628757
-8.030303030303031 64574.66815709106
-7.727272727272727 67387.8220219907
-7.424242424242424 70521.00100912224
-7.121212121212121 70225.90737345214
-6.818181818181818 70329.33557749183
-6.515151515151516 70284.4931111718
-6.212121212121211 71509.13963653639
-5.909090909090908 75852.78732905231
-5.6060606060606055 76040.98558011936
-5.303030303030303 74158.98798035688
-5.0 74424.66801864713
-4.696969696969697 81172.168084783
-4.3939393939393945 81715.55222102572
-4.09090909090909 83755.7765999986
-3.787878787878787 84643.3710255868
-3.4848484848484844 86030.16537072434
-3.1818181818181817 87600.70333557337
-2.878787878787879 88592.49317325499
-2.575757575757576 88463.45952062635
-2.2727272727272716 88218.71079364914
-1.9696969696969688 89300.64617595465
-1.666666666666666 90402.53333636868
-1.3636363636363633 93368.02368880753
-1.0606060606060606 90487.50564384524
-0.7575757575757578 90150.29544089599
-0.45454545454545325 93419.85092050029
-0.1515151515151505 91752.95271931315
0.15151515151515227 92863.52734638123
0.45454545454545503 94186.40996014237
0.7575757575757578 93385.98094755816
1.0606060606060623 96643.28688538735
1.3636363636363633 93458.54740582775
1.6666666666666679 93899.41094797167
1.9696969696969688 98076.9460517739
2.2727272727272734 96777.02050401465
2.575757575757578 97793.95864882281
2.878787878787879 100068.8562811602
3.1818181818181834 98035.43711706878
3.4848484848484844 102576.53768620924
3.787878787878789 103650.67732632054
4.09090909090909 102485.28278274083
4.3939393939393945 106648.35794292306
4.696969696969699 104432.65379728605
5.0 105674.91891953537
5.3030303030303045 109513.43913727079
5.6060606060606055 106262.35440637442
5.90909090909091 109389.02659604698
6.212121212121211 111905.60999210426
6.515151515151516 109559.50946023893
6.81818181818182 109745.79383159472
7.121212121212121 114743.9251645597
7.424242424242426 113897.25192497684
7.727272727272727 115456.41595364451
8.030303030303031 113098.18419081782
8.333333333333336 113404.9853234275
8.636363636363637 115959.98612570592
8.939393939393941 116324.17145877396
9.242424242424242 118255.0260235534
9.545454545454547 120786.05725169205
9.848484848484848 118128.62138351792
10.151515151515152 118449.35722389864
10.454545454545457 120832.4339404342
10.757575757575758 117277.09435068282
11.060606060606062 119437.92342932393
11.363636363636363 117210.89406071905
11.666666666666668 121477.95557024438
11.969696969696969 117269.33648748658
12.272727272727273 119742.67649776106
12.575757575757578 117240.7984868629
12.878787878787879 116810.44592037283
13.181818181818183 114621.59870190511
13.484848484848484 115212.06496124565
13.787878787878789 115060.27137865753
14.090909090909093 115326.88951749897
14.393939393939394 118289.16824417868
14.696969696969699 119005.98727978353
15.0 108901.80766309206

-15.0 54916.667840162045
-14.696969696969697 57684.828052623365
-14.393939393939394 55371.9600000497
-14.09090909090909 59066.156034211395
-13.787878787878787 57194.638386883984
-13.484848484848484 57778.6409700522
-13.181818181818182 58970.06646984575
-12.878787878787879 57530.03885505843
-12.575757575757576 57546.34018600403
-12.272727272727273 58521.290052829194
-11.969696969696969 58250.08970241345
-11.666666666666666 60937.41888205787
-11.363636363636363 62637.06204424877
-11.06060606060606 62008.8720622486
-10.757575757575758 64755.64968983649
-10.454545454545453 66133.54187344745
-10.151515151515152 66569.07916389963
-9.848484848484848 63603.62087654187
-9.545454545454545 66867.83740641105
-9.242424242424242 64874.79596800799
-8.93939393939394 67620.35844930315
-8.636363636363637 68179.23831270891
-8.333333333333332 66592.2882725123
-8.030303030303031 68643.243892281
-7.727272727272727 67652.67267067553
-7.424242424242424 70050.54784779166
-7.121212121212121 72865.56543599546
