s_d_bin lambda_cond_mean
-100.0 nan
-97.97979797979798 nan
-95.95959595959596 nan
-93.93939393939394 nan
-91.91919191919192 nan
-89.8989898989899 nan
-87.87878787878788 nan
-85.85858585858585 -274385.05900088116
-83.83838383838383 nan
-81.81818181818181 nan
-79.79797979797979 -319839.40225807304
-77.77777777777777 nan
-75.75757575757575 nan
-73.73737373737373 nan
-71.71717171717171 nan
-69.69696969696969 -121546.35823245553
-67.67676767676767 -184184.4716014223
-65.65656565656565 -362731.7325760416
-63.63636363636363 -420367.07054247556
-61.61616161616161 nan
-59.59595959595959 -304421.8519955838
-57.57575757575757 -293476.66169829015
-55.55555555555555 nan
-53.53535353535353 -170744.2591406132
-51.515151515151516 nan
-49.494949494949495 nan
-47.474747474747474 -293062.8887516869
-45.45454545454545 -165642.98477700385
-43.43434343434343 nan
-41.41414141414141 -332875.0631669224
-39.39393939393939 -147592.73098165417
-37.37373737373737 -294500.1109438018
-35.35353535353535 -204151.07882616302
-33.33333333333333 -241784.2224900617
-31.313131313131308 -209304.86517376915
-29.292929292929287 -243867.0226215968
-27.272727272727266 -220302.18730024548
-25.252525252525245 -221497.83580922088
-23.232323232323225 -191946.34701005335
-21.212121212121204 -215844.34039666166
-19.191919191919183 -209949.63221342172
-17.171717171717162 -208032.74196519708
-15.151515151515142 -212393.66674811966
-13.13131313131312 -219315.66215590705
-11.1111111111111 -212207.11035459928
-9.09090909090908 -211219.47928510077
-7.0707070707070585 -212928.65982448545
-5.050505050505038 -200882.58635134308
-3.030303030303031 -192699.84341672153
-1.0101010101010104 -179033.41930312625
1.0101010101010104 -172221.8994852647
3.030303030303031 -183973.87374038863
5.050505050505052 -198240.79713131752
7.070707070707073 -207991.75505732166
9.090909090909093 -218129.85136163956
11.111111111111114 -224683.43734231932
13.131313131313135 -217173.15739782882
15.151515151515156 -228716.30254370804
17.171717171717177 -228963.1525684579
19.191919191919197 -230904.57713153865
21.212121212121218 -229774.17524986892
23.23232323232324 -226501.6971964093
25.25252525252526 -232828.68307350602
27.27272727272728 -227676.51872218947
29.2929292929293 -233864.03347775782
31.313131313131322 -249207.13367716176
33.33333333333334 -231984.63394884716
35.353535353535364 -208877.48052991842
37.373737373737384 -228391.31850751658
39.393939393939405 -192122.314173371
41.414141414141426 -227650.0613933638
43.43434343434345 -178603.86160224755
45.45454545454547 -206537.1557982967
47.47474747474749 -187933.4674787411
49.49494949494951 -194928.17532368514
51.51515151515153 -211834.11958792515
53.53535353535355 -120290.06085921585
55.55555555555557 -213250.48629103883
57.57575757575759 -177907.31963577075
59.59595959595961 -188739.1992657293
