c_bin s_d_cond_mean
0.1 0.714724854854582
0.10808080808080808 0.6523216413054992
0.11616161616161616 0.5892799037891634
0.12424242424242425 0.502272062341961
0.13232323232323234 0.43444589786639964
0.14040404040404042 0.4040186478262134
0.1484848484848485 0.38582342143734405
0.15656565656565657 0.38863164201523714
0.16464646464646465 0.42525488562360764
0.17272727272727273 0.4599788321621588
0.1808080808080808 0.4959073821177103
0.18888888888888888 0.5411446330830678
0.19696969696969696 0.5950024774107739
0.20505050505050504 0.6349812450176555
0.21313131313131314 0.6720518659461308
0.22121212121212122 0.7160593904938206
0.2292929292929293 0.7653333164992103
0.23737373737373738 0.7671811725470302
0.24545454545454545 0.7757874529616774
0.2535353535353535 0.787917535233155
0.26161616161616164 0.8099521767048486
0.2696969696969697 0.8267251914540161
0.2777777777777778 0.8636168984452682
0.28585858585858587 0.8842587098118481
0.29393939393939394 0.9298451014838409
0.302020202020202 0.9894734917051059
0.3101010101010101 0.9912805844995634
0.3181818181818182 1.0265320581789141
0.32626262626262625 1.0503549466776316
0.3343434343434344 1.079862753305598
0.3424242424242424 1.1018185615439036
0.35050505050505054 1.1453459048260826
0.35858585858585856 1.1697026022544348
0.3666666666666667 1.18018960771207
0.3747474747474747 1.1775199564778749
0.38282828282828285 1.19445179903946
0.3909090909090909 1.2158751965536856
0.398989898989899 1.2199346476433341
0.407070707070707 1.24657946454226
0.41515151515151516 1.2869423009284962
0.4232323232323232 1.3394302534217346
0.4313131313131313 1.3852755479405245
0.43939393939393945 1.4123426243197321
0.44747474747474747 1.4130687605307712
0.4555555555555556 1.4118658103426445
0.4636363636363636 1.4331304457770324
0.47171717171717176 1.4318985571140537
0.4797979797979798 1.4215485807826373
0.4878787878787879 1.4076346894135492
0.49595959595959593 1.3738719498696523
0.5040404040404041 1.3371562443012301
0.5121212121212121 1.2988468046705586
0.5202020202020202 1.2480803863366323
0.5282828282828282 1.1977481494691669
0.5363636363636364 1.1470599849849648
0.5444444444444444 1.0972622425526095
0.5525252525252525 1.0721228564633143
0.5606060606060607 1.0541316749579421
0.5686868686868687 1.0447558461619872
0.5767676767676768 1.0406632888364509
0.5848484848484848 1.0461959411013488
0.592929292929293 1.0443110486713836
0.601010101010101 1.0654698346642602
0.609090909090909 1.085687383114685
0.6171717171717171 1.1186134082901216
0.6252525252525253 1.1818055013258864
0.6333333333333333 1.2444100447457802
0.6414141414141414 1.2994747052081748
0.6494949494949495 1.37283672760584
0.6575757575757576 1.4363476227169791
0.6656565656565656 1.5024095092537324
0.6737373737373737 1.5748251171156213
0.6818181818181818 1.6529821109134077
0.6898989898989899 1.73597808202373
0.6979797979797979 1.7942688649502498
0.706060606060606 1.851167254024689
0.7141414141414141 1.917866525707434
0.7222222222222222 2.001893681616527
0.7303030303030302 2.094690496012182
0.7383838383838384 2.206591721271919
0.7464646464646464 2.287069861220512
0.7545454545454545 2.347878746787697
0.7626262626262627 2.4090678705798867
0.7707070707070707 2.4499269384132596
0.7787878787878788 2.4839165313140765
0.7868686868686868 2.5117576497449
0.794949494949495 2.581140675048987
0.803030303030303 2.6364661473407303
0.8111111111111111 2.6981410855513217
0.8191919191919191 2.8115249263715705
0.8272727272727273 2.867254841745855
0.8353535353535353 2.9295026789708905
0.8434343434343434 3.009721579510694
0.8515151515151514 3.1192436356475026
0.8595959595959596 3.248590712460704
0.8676767676767676 3.415924178585835
0.8757575757575757 3.6097848781047457
0.8838383838383839 3.751921814177362
0.8919191919191919 3.8544932944063075
0.9 4.033124422025907
