lambda_bin lambda_pdf
-994974.8743718592 0.0
-984924.623115578 0.0
-974874.3718592965 1.2348636127269156e-10
-964824.1206030152 0.0
-954773.8693467337 0.0
-944723.6180904522 0.0
-934673.3668341709 0.0
-924623.1155778894 2.469727225453831e-10
-914572.8643216081 1.2348636127269156e-10
-904522.6130653266 4.939454450907662e-10
-894472.3618090453 0.0
-884422.1105527638 3.704590838180747e-10
-874371.8592964825 2.469727225453831e-10
-864321.608040201 9.87890890181521e-10
-854271.3567839195 9.878908901815325e-10
-844221.1055276382 8.644045289088409e-10
-834170.8542713567 9.878908901815325e-10
-824120.6030150754 7.409181676361494e-10
-814070.3517587939 8.644045289088409e-10
-804020.1005025127 1.2348636127269156e-09
-793969.8492462311 2.2227545029084483e-09
-783919.5979899499 2.0992681416357566e-09
-773869.3467336684 2.7166999479991828e-09
-763819.095477387 2.2227545029084735e-09
-753768.8442211056 1.728809057817662e-09
-743718.592964824 2.3462408641811396e-09
-733668.3417085428 2.9636726705445976e-09
-723618.0904522613 3.581104476908055e-09
-713567.83919598 4.815968089634971e-09
-703517.5879396985 5.1864271734529855e-09
-693467.3366834171 6.297804424907343e-09
-683417.0854271357 6.297804424907197e-09
-673366.8341708543 7.2856953150888864e-09
-663316.5829145729 1.049634070817866e-08
-653266.3316582914 9.50844981799725e-09
-643216.0804020101 1.1731204320905698e-08
-633165.8291457286 1.580625424290452e-08
-623115.5778894473 1.6053226965449904e-08
-613065.3266331658 2.012827688744849e-08
-603015.0753768844 2.0869195055085113e-08
-592964.824120603 2.7043513118719136e-08
-582914.5728643216 3.210645393090018e-08
-572864.3216080402 3.1489022124535984e-08
-562814.0703517587 3.753985382689823e-08
-552763.8190954775 4.704830364489548e-08
-542713.567839196 5.8162076159437726e-08
-532663.3165829147 6.421290786179962e-08
-522613.0653266332 7.582062582143262e-08
-512562.8140703518 8.446467111052055e-08
-502512.5628140704 9.730725268288094e-08
-492462.311557789 1.212636067697831e-07
-482412.0603015076 1.3361224289705228e-07
-472361.8090452262 1.5201171072668243e-07
-462311.55778894474 1.816484374321293e-07
-452261.30653266335 2.1042075960866642e-07
-442211.05527638196 2.517886906350181e-07
-432160.80402010056 2.957498352480963e-07
-422110.55276381917 3.320548254622676e-07
-412060.3015075378 3.8675928350606994e-07
-402010.0502512563 4.601101821020434e-07
-391959.7989949749 5.221003354609399e-07
-381909.5477386935 6.069354656552791e-07
-371859.2964824121 6.84608386895802e-07
-361809.0452261307 7.789519669081383e-07
-351758.7939698493 8.797168377066547e-07
-341708.5427135679 1.008513112514072e-06
-331658.2914572865 1.1154523013762228e-06
-321608.0402010051 1.2817884300105383e-06
-311557.78894472367 1.4378751906592038e-06
-301507.5376884422 1.583342124238451e-06
-291457.2864321608 1.7930219656794813e-06
-281407.0351758794 1.9907236300770603e-06
-271356.78391959803 2.199292094266637e-06
-261306.53266331664 2.4299646171240246e-06
-251256.28140703525 2.6654531080710473e-06
-241206.03015075385 2.9031643535209784e-06
-231155.77889447246 3.1486552397310894e-06
-221105.527638191 3.4244002844529703e-06
-211055.27638190956 3.6911308248020234e-06
-201005.02512562816 3.926248856665228e-06
-190954.77386934677 4.184829297170244e-06
-180904.52261306538 4.431802019715627e-06
-170854.27135678398 4.5950509893181255e-06
-160804.0201005026 4.734467091194994e-06
-150753.7688442212 4.865239147782775e-06
-140703.5175879398 4.896604683546038e-06
-130653.26633165835 4.827081862149458e-06
-120603.0150753769 4.667784456107741e-06
-110552.7638190955 4.362526171041648e-06
-100502.51256281411 4.119381525695718e-06
