s_d_bin lambda_cond_mean
-15.0 -117687.57484974248
-14.696969696969697 -111241.9234077318
-14.393939393939394 -114455.53720240189
-14.09090909090909 -117511.9175079313
-13.787878787878787 -116559.87559483155
-13.484848484848484 -117830.03941271827
-13.181818181818182 -112465.64121497488
-12.878787878787879 -110073.4970680033
-12.575757575757576 -112344.15281233242
-12.272727272727273 -117738.39783282857
-11.969696969696969 -116816.3768754326
-11.666666666666666 -114791.31089779506
-11.363636363636363 -112542.85764136162
-11.06060606060606 -105102.18598770633
-10.757575757575758 -111992.93837076338
-10.454545454545453 -113621.42270379537
-10.151515151515152 -115610.01524667318
-9.848484848484848 -115544.71243214095
-9.545454545454545 -112238.86067899638
-9.242424242424242 -111957.23178142842
-8.93939393939394 -118284.59501597684
-8.636363636363637 -112812.56160852082
-8.333333333333332 -109369.567569012
-8.030303030303031 -109746.305302257
-7.727272727272727 -111975.67984869775
-7.424242424242424 -111172.62253275739
-7.121212121212121 -109363.93463878143
-6.818181818181818 -107466.9796749676
-6.515151515151516 -110997.24550272367
-6.212121212121211 -108214.14543072341
-5.909090909090908 -106661.1438910569
-5.6060606060606055 -105172.32066103946
-5.303030303030303 -101118.1094854921
-5.0 -103232.4724425375
-4.696969696969697 -105418.58532448276
-4.3939393939393945 -99156.3020120352
-4.09090909090909 -102098.88163866913
-3.787878787878787 -98983.32281635226
-3.4848484848484844 -100908.91448957409
-3.1818181818181817 -99141.68872512884
-2.878787878787879 -99491.35800216689
-2.575757575757576 -96653.1518041506
-2.2727272727272716 -96150.51008520566
-1.9696969696969688 -95559.56657983677
-1.666666666666666 -94509.39766425842
-1.3636363636363633 -91435.46315548173
-1.0606060606060606 -88591.58515560367
-0.7575757575757578 -85689.25227447556
-0.45454545454545325 -85632.6599041489
-0.1515151515151505 -86053.30020289365
0.15151515151515227 -85588.3452073078
0.45454545454545503 -85943.9150518822
0.7575757575757578 -87007.41304178788
1.0606060606060623 -88298.15508562695
1.3636363636363633 -89208.6143369459
1.6666666666666679 -90397.94823666962
1.9696969696969688 -90450.52379835464
2.2727272727272734 -92282.03072427577
2.575757575757578 -94556.4538164232
2.878787878787879 -97125.05743503047
3.1818181818181834 -94828.01452420582
3.4848484848484844 -97820.10167806923
3.787878787878789 -100868.66158060147
4.09090909090909 -99144.36356050592
4.3939393939393945 -101494.41938334846
4.696969696969699 -102401.64796310382
5.0 -104329.4610365376
5.3030303030303045 -104282.78553510997
5.6060606060606055 -106331.22412617567
5.90909090909091 -104081.92473028396
6.212121212121211 -101544.44472504039
6.515151515151516 -104149.40715773369
6.81818181818182 -103947.91288944332
7.121212121212121 -103827.58385379055
7.424242424242426 -104232.27668274537
7.727272727272727 -105754.88324650624
8.030303030303031 -106850.23521112741
8.333333333333336 -106185.92614346763
8.636363636363637 -107574.54595336343
8.939393939393941 -108392.83392237341
9.242424242424242 -102967.96442117936
9.545454545454547 -104473.05033399067
9.848484848484848 -109047.31554594042
10.151515151515152 -112833.29641793508
10.454545454545457 -109351.38160330876
10.757575757575758 -106751.15285112361
11.060606060606062 -105909.2943011411
11.363636363636363 -116867.22151798524
11.666666666666668 -111114.68972621857
11.969696969696969 -105390.69725692859
12.272727272727273 -102796.83301500036
12.575757575757578 -113425.02239226861
12.878787878787879 -110892.38741807388
13.181818181818183 -113450.66608509445
13.484848484848484 -117302.03663093933
13.787878787878789 -107627.7705834373
14.090909090909093 -106805.1506801072
14.393939393939394 -103371.78058017888
14.696969696969699 -100835.88390726649
15.0 -104821.87897917576

-15.0 -112477.74347400523
-14.696969696969697 -108009.19495511935
-14.393939393939394 -120420.19097919532
-14.09090909090909 -122771.23410744789
-13.787878787878787 -119645.61857900934
-13.484848484848484 -137973.71522617756
-13.181818181818182 -120628.17056464545
-12.878787878787879 -135009.72885898183
-12.575757575757576 -133214.45863975774
-12.272727272727273 -125571.19971388498
-11.969696969696969 -130722.12104594051
-11.666666666666666 -121718.51336611916
-11.363636363636363 -136425.94944633133
-11.06060606060606 -123431.36176534084
-10.757575757575758 -125914.03538970856
-10.454545454545453 -128520.5243535303
-10.151515151515152 -135128.8278146861
-9.848484848484848 -128932.11907270258
-9.545454545454545 -129021.19222814568
-9.242424242424242 -126341.93466921202
-8.93939393939394 -119432.88644835018
-8.636363636363637 -120188.55996431035
-8.333333333333332 -111465.5135237096
-8.030303030303031 -126863.01538117582
-7.727272727272727 -113918.39546306164
-7.424242424242424 -128816.59797641079
-7.121212121212121 -127958.52595462583
-6.818181818181818 -132774.2370247268
-6.515151515151516 -122722.72912681536
-6.212121212121211 -120506.91015975967
