0.000000e+00 2.801145e+05 
2.921868e-03 2.410675e+03 
5.843736e-03 1.780993e+03 
8.765605e-03 1.424712e+03 
1.168747e-02 1.280835e+03 
1.460934e-02 8.817213e+02 
1.753121e-02 6.769753e+02 
2.045308e-02 5.298515e+02 
2.337495e-02 4.470449e+02 
2.629681e-02 3.553396e+02 
2.921868e-02 3.075343e+02 
3.214055e-02 2.671944e+02 
3.506242e-02 2.345577e+02 
3.798429e-02 2.114196e+02 
4.090615e-02 1.864695e+02 
4.382802e-02 1.738549e+02 
4.674989e-02 1.524548e+02 
4.967176e-02 1.406737e+02 
5.259363e-02 1.266279e+02 
5.551550e-02 1.166452e+02 
5.843736e-02 1.105251e+02 
6.135923e-02 1.046109e+02 
6.428110e-02 9.335942e+01 
6.720297e-02 8.843939e+01 
7.012484e-02 8.222402e+01 
7.304670e-02 7.768180e+01 
7.596857e-02 7.419390e+01 
7.889044e-02 6.975157e+01 
8.181231e-02 6.529324e+01 
8.473418e-02 6.062362e+01 
8.765605e-02 6.023852e+01 
9.057791e-02 5.477037e+01 
9.349978e-02 5.141169e+01 
9.642165e-02 4.770456e+01 
9.934352e-02 4.652753e+01 
1.022654e-01 4.485681e+01 
1.051873e-01 4.146079e+01 
1.081091e-01 3.941717e+01 
1.110310e-01 3.854462e+01 
1.139529e-01 3.645055e+01 
1.168747e-01 3.486982e+01 
1.197966e-01 3.322243e+01 
1.227185e-01 3.103228e+01 
1.256403e-01 2.962016e+01 
1.285622e-01 2.841982e+01 
1.314841e-01 2.698912e+01 
1.344059e-01 2.615981e+01 
1.373278e-01 2.547813e+01 
1.402497e-01 2.383453e+01 
1.431715e-01 2.280434e+01 
1.460934e-01 2.206285e+01 
1.490153e-01 2.100143e+01 
1.519371e-01 2.004143e+01 
1.548590e-01 1.958867e+01 
1.577809e-01 1.844756e+01 
1.607027e-01 1.801323e+01 
1.636246e-01 1.704908e+01 
1.665465e-01 1.662717e+01 
1.694684e-01 1.607782e+01 
1.723902e-01 1.534405e+01 
1.753121e-01 1.483953e+01 
1.782340e-01 1.435102e+01 
1.811558e-01 1.342959e+01 
1.840777e-01 1.302583e+01 
1.869996e-01 1.249397e+01 
1.899214e-01 1.225968e+01 
1.928433e-01 1.181410e+01 
1.957652e-01 1.115066e+01 
1.986870e-01 1.082610e+01 
2.016089e-01 1.029336e+01 
2.045308e-01 1.000863e+01 
2.074526e-01 9.670756e+00 
2.103745e-01 9.561445e+00 
2.132964e-01 9.019871e+00 
2.162182e-01 8.879666e+00 
2.191401e-01 8.407402e+00 
2.220620e-01 8.074139e+00 
2.249838e-01 7.818788e+00 
2.279057e-01 7.619647e+00 
2.308276e-01 7.367087e+00 
2.337495e-01 6.910007e+00 
2.366713e-01 6.904134e+00 
2.395932e-01 6.521995e+00 
2.425151e-01 6.422388e+00 
2.454369e-01 6.181922e+00 
2.483588e-01 5.942379e+00 
2.512807e-01 5.723822e+00 
2.542025e-01 5.521183e+00 
2.571244e-01 5.366566e+00 
2.600463e-01 5.202437e+00 
2.629681e-01 4.976512e+00 
2.658900e-01 4.873924e+00 
2.688119e-01 4.621795e+00 
2.717337e-01 4.542150e+00 
2.746556e-01 4.370075e+00 
2.775775e-01 4.250472e+00 
2.804993e-01 4.065542e+00 
2.834212e-01 3.993614e+00 
2.863431e-01 3.865616e+00 
2.892649e-01 3.742935e+00 
2.921868e-01 3.615045e+00 
2.951087e-01 3.482684e+00 
2.980306e-01 3.365753e+00 
3.009524e-01 3.254442e+00 
3.038743e-01 3.097178e+00 
3.067962e-01 3.077198e+00 
3.097180e-01 2.927518e+00 
3.126399e-01 2.900937e+00 
3.155618e-01 2.841799e+00 
3.184836e-01 2.652612e+00 
3.214055e-01 2.612377e+00 
3.243274e-01 2.608283e+00 
3.272492e-01 2.447992e+00 
3.301711e-01 2.372558e+00 
3.330930e-01 2.322449e+00 
3.360148e-01 2.208861e+00 
3.389367e-01 2.121992e+00 
3.418586e-01 2.110946e+00 
3.447804e-01 2.031799e+00 
3.477023e-01 1.982466e+00 
3.506242e-01 1.913020e+00 
3.535460e-01 1.853442e+00 
3.564679e-01 1.832031e+00 
3.593898e-01 1.747767e+00 
3.623117e-01 1.712767e+00 
3.652335e-01 1.638084e+00 
3.681554e-01 1.585958e+00 
3.710773e-01 1.568424e+00 
3.739991e-01 1.500924e+00 
3.769210e-01 1.441553e+00 
3.798429e-01 1.424519e+00 
3.827647e-01 1.355281e+00 
3.856866e-01 1.321215e+00 
3.886085e-01 1.311139e+00 
3.915303e-01 1.262014e+00 
3.944522e-01 1.222814e+00 
3.973741e-01 1.177169e+00 
4.002959e-01 1.152903e+00 
4.032178e-01 1.106539e+00 
4.061397e-01 1.072519e+00 
4.090615e-01 1.050747e+00 
4.119834e-01 1.017845e+00 
4.149053e-01 9.775527e-01 
4.178271e-01 9.411327e-01 
4.207490e-01 9.287981e-01 
4.236709e-01 9.092878e-01 
4.265928e-01 8.836264e-01 
4.295146e-01 8.472778e-01 
4.324365e-01 8.354877e-01 
4.353584e-01 7.971987e-01 
4.382802e-01 7.762864e-01 
4.412021e-01 7.445057e-01 
4.441240e-01 7.420613e-01 
4.470458e-01 7.213945e-01 
4.499677e-01 6.948770e-01 
4.528896e-01 6.723257e-01 
4.558114e-01 6.596159e-01 
4.587333e-01 6.381383e-01 
4.616552e-01 6.164936e-01 
4.645770e-01 5.950144e-01 
4.674989e-01 5.806608e-01 
4.704208e-01 5.660350e-01 
4.733426e-01 5.471693e-01 
4.762645e-01 5.396336e-01 
4.791864e-01 5.110597e-01 
4.821082e-01 5.016160e-01 
4.850301e-01 4.891947e-01 
4.879520e-01 4.717949e-01 
4.908739e-01 4.703404e-01 
4.937957e-01 4.460353e-01 
4.967176e-01 4.349275e-01 
4.996395e-01 4.285899e-01 
5.025613e-01 4.159377e-01 
5.054832e-01 3.975243e-01 
5.084051e-01 3.864873e-01 
5.113269e-01 3.723412e-01 
5.142488e-01 3.646840e-01 
5.171707e-01 3.584582e-01 
5.200925e-01 3.442518e-01 
5.230144e-01 3.390125e-01 
5.259363e-01 3.300904e-01 
5.288581e-01 3.128809e-01 
5.317800e-01 3.116084e-01 
5.347019e-01 2.984699e-01 
5.376237e-01 2.902261e-01 
5.405456e-01 2.839013e-01 
5.434675e-01 2.734678e-01 
5.463893e-01 2.702135e-01 
5.493112e-01 2.593928e-01 
5.522331e-01 2.557121e-01 
5.551550e-01 2.464881e-01 
5.580768e-01 2.382938e-01 
5.609987e-01 2.341414e-01 
5.639206e-01 2.249422e-01 
5.668424e-01 2.194116e-01 
5.697643e-01 2.127261e-01 
5.726862e-01 2.065122e-01 
5.756080e-01 2.008638e-01 
5.785299e-01 1.969411e-01 
5.814518e-01 1.929480e-01 
5.843736e-01 1.851878e-01 
5.872955e-01 1.824901e-01 
5.902174e-01 1.771711e-01 
5.931392e-01 1.710315e-01 
5.960611e-01 1.665754e-01 
5.989830e-01 1.658645e-01 
6.019048e-01 1.579165e-01 
6.048267e-01 1.540551e-01 
6.077486e-01 1.511555e-01 
6.106704e-01 1.457837e-01 
6.135923e-01 1.407225e-01 
6.165142e-01 1.388606e-01 
6.194361e-01 1.355983e-01 
6.223579e-01 1.295831e-01 
6.252798e-01 1.258956e-01 
6.282017e-01 1.238828e-01 
6.311235e-01 1.192304e-01 
6.340454e-01 1.168187e-01 
6.369673e-01 1.141206e-01 
6.398891e-01 1.102494e-01 
6.428110e-01 1.079451e-01 
6.457329e-01 1.048253e-01 
6.486547e-01 1.008612e-01 
6.515766e-01 9.864346e-02 
6.544985e-01 9.580573e-02 
6.574203e-01 9.159354e-02 
6.603422e-01 9.038482e-02 
6.632641e-01 8.785751e-02 
6.661859e-01 8.812363e-02 
6.691078e-01 8.283898e-02 
6.720297e-01 8.063144e-02 
6.749515e-01 7.923823e-02 
6.778734e-01 7.715524e-02 
6.807953e-01 7.525988e-02 
6.837172e-01 7.403385e-02 
6.866390e-01 7.194690e-02 
6.895609e-01 6.972493e-02 
6.924828e-01 6.697422e-02 
6.954046e-01 6.624046e-02 
6.983265e-01 6.396793e-02 
7.012484e-01 6.146152e-02 
7.041702e-01 6.073861e-02 
7.070921e-01 5.909959e-02 
7.100140e-01 5.705945e-02 
7.129358e-01 5.546788e-02 
